21.66	174.4
16.04	127.0
15.04	116.4
14.18	123.1
15.18	155.2
10.34	126.6
12.36	329.9
17.83	357.7
21.47	166.0
19.16	76.2
4.10	213.4
48.64	111.7
28.66	163.9
16.74	124.1
49.50	182.4
76.85	156.1
18.43	111.8
36.21	50.5
26.12	1.2
32.93	317.3
13.47	51.1
10.54	42.3
42.79	22.1
17.73	30.3
13.72	22.8
35.40	343.5
24.74	356.2
18.08	52.5
9.39	117.7
7.42	139.6
41.35	152.0
